Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
919,mind goblin,4.41,D-,"S, 1, 2",No
920,Messyyy,4.37,D-,"S, 4",No
921,MicahiscooYT,4.34,D-,"S, 1, 2",No
922,StonyBolognaa | Twitch,4.28,D-,"S, 1, 2",No
923,Plaiqu,4.15,D-,"S, 1, 2",No
924,Bsteph13,4.08,D-,"S, 1, 2",No
925,PING CRUSADER,4.08,D-,"S, 1, 1",No
926,Recoil,4.05,D-,"S, 4",No
927,ruin.,3.98,D-,"S, 1, 2",No
928,HacKz,3.97,D-,"S, 1, 2",No
929,Ghost Dyga,3.63,D-,"S, 1, 2",No
930,HOLLOW,3.59,D-,"S, 1, 2",No
931,camaleonrosado,3.47,D-,"S, 1, 2",No
932,Training Arc,3.44,D-,"S, 1, 2",No
933,UltNotReady,2.98,D-,"S, 1, 2",No
934,FadingMetal63,2.97,D-,"S, 1, 2",No
935,FTB | NaskOnSomn,2.84,D-,"S, 1, 2",No
936,YOUTHFUL FILIPINO ROLLER PRODIGY,2.65,D-,"S, 1, 2",No
937,Sherm,2.58,D-,"S, 1, 2",No
938,IGY6 DeeMochuu,2.43,D-,"S, 1, 2",No
939,TheKidVolg,2.35,D-,"S, 1, 2",No
940,tuna!,2.28,D-,"S, 1, 1",No
941,DareOGK on Twitch,2.28,D-,"S, 1, 1",No
942,SMZ Reason,1.99,D-,"S, 1, 2",No
943,Flanksteak,1.81,D-,"S, 1, 2",No
944,ボイディ,1.67,D-,"S, 1, 2",No
945,h u s k y,1.59,D-,"S, 1, 2",No
946,萧瑟,1.44,D-,"S, 1, 1",No
947,guardiantroop6,1.40,D-,"S, 1, 2",No
948,iButterMyBreadWB,1.08,D-,"S, 1, 1",No
949,joaqie,0.99,D-,"S, 1, 2",No
950,ExternalAPEX,0.99,D-,"S, 1, 2",No
951,OE Hoodie,0.96,D-,"S, 1, 2",No
952,EST_PeePee,0.94,D-,"S, 1, 2",No
953,#prayersmade,0.91,D-,"S, 1, 2",No
954,Vin,0.85,D-,"S, 1, 2",No
955,Greywaren99,0.84,D-,"S, 1, 2",No
956,StratocLP,0.84,D-,"S, 1, 2",No
957,Big Moof,0.81,D-,"S, 4",No
958,iidxnk,0.81,D-,"S, 4",No
959,Annyeongseyo,0.81,D-,"S, 4",No
960,DC Aqua,0.46,D-,"S, 4",No
961,TacoEnjoyer,0.46,D-,"S, 1, 2",No
962,10 piece Chicken Nuggies,0.41,D-,"S, 5",No
963,lil skully,0.41,D-,"S, 5",No
964,Excalibur,0.40,D-,"S, 4",No
965,GodOf6enJutsu_,0.29,D-,"S, 6",No
966,IGY6 theeJambro,0.12,D-,"S, 1, 1",No
967,Wolf,0.06,D-,"S, 1, 2",No
968,Maavi,0.00,D-,"S, 1, 2",No
