Rank,Player Name,Rating,Tier,Seasons Played,Top Lobby Bonus
905,LovePhenomenon,4.64,D-,"S, 1, 2",No
906,TU Zycen,4.48,D-,"S, 1, 2",No
907,NoPeelNeko,4.43,D-,"S, 1, 2",No
908,Girth,4.39,D-,"S, 1, 2",No
909,CHOPPER,4.38,D-,"S, 4",No
910,iTzZaytoven,4.38,D-,"S, 4",No
911,B_Trasher,4.37,D-,"S, 1, 2",No
912,Freakylicous,4.37,D-,"S, 1, 2",No
913,OE_remydees,4.35,D-,"S, 1, 2",No
914,TyreHeat,4.23,D-,"S, 1, 2",No
915,Dies Irae,4.23,D-,"S, 1, 2",No
916,no ttv pushn40,4.21,D-,"S, 1, 2",No
917,mind goblin,4.20,D-,"S, 1, 2",No
918,MicahiscooYT,4.13,D-,"S, 1, 2",No
919,md-,4.08,D-,"S, 4",No
920,PING CRUSADER,4.08,D-,"S, 1, 1",No
921,StonyBolognaa | Twitch,4.08,D-,"S, 1, 2",No
922,Plaiqu,3.95,D-,"S, 1, 2",No
923,Bsteph13,3.89,D-,"S, 1, 2",No
924,HacKz,3.78,D-,"S, 1, 2",No
925,ruin.,3.62,D-,"S, 1, 2",No
926,Ghost Dyga,3.46,D-,"S, 1, 2",No
927,HOLLOW,3.42,D-,"S, 1, 2",No
928,TORA Dropt,3.30,D-,"S, 4",No
929,Training Arc,3.28,D-,"S, 1, 2",No
930,Messyyy,3.24,D-,"S, 4",No
931,camaleonrosado,3.15,D-,"S, 1, 2",No
932,Recoil,3.00,D-,"S, 4",No
933,UltNotReady,2.83,D-,"S, 1, 2",No
934,FadingMetal63,2.83,D-,"S, 1, 2",No
935,FTB | NaskOnSomn,2.70,D-,"S, 1, 2",No
936,YOUTHFUL FILIPINO ROLLER PRODIGY,2.52,D-,"S, 1, 2",No
937,Sherm,2.46,D-,"S, 1, 2",No
938,IGY6 DeeMochuu,2.31,D-,"S, 1, 2",No
939,tuna!,2.28,D-,"S, 1, 1",No
940,DareOGK on Twitch,2.28,D-,"S, 1, 1",No
941,TheKidVolg,2.24,D-,"S, 1, 2",No
942,SMZ Reason,1.89,D-,"S, 1, 2",No
943,Flanksteak,1.73,D-,"S, 1, 2",No
944,ボイディ,1.59,D-,"S, 1, 2",No
945,h u s k y,1.51,D-,"S, 1, 2",No
946,萧瑟,1.44,D-,"S, 1, 1",No
947,guardiantroop6,1.33,D-,"S, 1, 2",No
948,iButterMyBreadWB,1.08,D-,"S, 1, 1",No
949,joaqie,0.95,D-,"S, 1, 2",No
950,ExternalAPEX,0.95,D-,"S, 1, 2",No
951,OE Hoodie,0.91,D-,"S, 1, 2",No
952,EST_PeePee,0.90,D-,"S, 1, 2",No
953,#prayersmade,0.87,D-,"S, 1, 2",No
954,Vin,0.81,D-,"S, 1, 2",No
955,Greywaren99,0.80,D-,"S, 1, 2",No
956,StratocLP,0.80,D-,"S, 1, 2",No
957,Big Moof,0.60,D-,"S, 4",No
958,iidxnk,0.60,D-,"S, 4",No
959,Annyeongseyo,0.60,D-,"S, 4",No
960,TacoEnjoyer,0.44,D-,"S, 1, 2",No
961,DC Aqua,0.42,D-,"S, 4",No
962,Excalibur,0.36,D-,"S, 4",No
963,10 piece Chicken Nuggies,0.30,D-,"S, 5",No
964,lil skully,0.30,D-,"S, 5",No
965,GodOf6enJutsu_,0.28,D-,"S, 6",No
966,IGY6 theeJambro,0.12,D-,"S, 1, 1",No
967,Wolf,0.05,D-,"S, 1, 2",No
968,Maavi,0.00,D-,"S, 1, 2",No
